,pt_code,text,text_de
751,10000125,"dreams , within dreams , within dreams , within dreams , within dreams ","Träume , in Träumen , in Träumen , in Träumen , in Träumen , in Träumen"
752,10016256,tired,müde
753,10047899,gained anymore weight,weiter an Gewicht zugenommen
754,10016256,tired,müde
755,10061428,not really hungry,nicht wirklich hungrig
756,10048010,withdrawal,Rückzug
757,10020765,all I did was sleep,Ich habe nur geschlafen.
758,10016322,feel like death,sich wie der Tod fühlen
759,10033557,feel like ur heart is gonna jump through your chest,"das Gefühl haben, dass Ihr Herz durch Ihre Brust springen wird"
760,10016256,tired,müde
761,10041349,sleepy,schläfrig
762,10047513,blurry vision,verschwommenes Sehen
763,10048010,withdrawal,Rückzug
764,10022437,stopped me sleeping,hat mich am Schlafen gehindert
765,10022437,can't sleep,kann nicht schlafen
766,10033371,pain,Schmerz
767,10044565,shaky,wackelig
768,10013946,indigestion,Verdauungsstörungen
769,10020765,makes me sleep,lässt mich schlafen
770,10047340,vertigo,Schwindelgefühl
771,10016322,feel weird,sich komisch fühlen
772,10039897,sedation,Sedierung
773,10020642,sweatin,schwitzen
774,10042458,suicidal,selbstmörderisch
775,10020651,wired,verdrahtet
776,10028740,nose was n't runny,die Nase lief nicht
777,10033557,heart is going to beat out of my chest,das Herz wird aus meiner Brust schlagen
778,10013663,addictive,süchtig machend
779,10048010,withdrawal,Rückzug
780,10028813,nauseous,Übelkeit
781,10025482,sick,krank
782,10052904,lose function in my neck,Funktionsverlust im Nacken
783,10016322,fuzzy headedness,Unscharfe Benommenheit
784,10033371,aches,Schmerzen
785,10022437,insomnia,Schlaflosigkeit
786,10047899,weight nightmare,Gewicht Alptraum
787,10061822,low tolerance,niedrige Toleranz
788,10013911,tastes,schmeckt
789,10011469,shed tears,Tränen vergießen
790,10042458,suicidal,selbstmörderisch
791,10022437,but like it 's not happening,aber als ob es nicht passieren würde.
792,10061428,haven't eaten in 12 hours,seit 12 Stunden nichts gegessen haben
793,10011469,cry,ruf
794,10019211,headache,Kopfschmerzen
795,10022437,to stay up,aufbleiben
796,10048010,withdrawal,Rückzug
797,10020466,hungry,hungrig
798,10016256,tired,müde
799,10028813,nauseous,Übelkeit
800,10061920,crazy,verrückt
801,10015090,nosebleeds,Nasenbluten
802,10048010,withdrawals,Rückzüge
803,10016256,fatigue,Müdigkeit
804,10047700,threw it all up,hat alles aufgegeben
805,10048779,speeding my balls off,mir die Bälle wegzudrehen
806,10048010,withdrawals,Rückzüge
807,10025482,sick,krank
808,10022437,have n't slept,nicht geschlafen haben
809,10000496,acne,Akne
810,10048010,withdrawals,Rückzüge
811,10013663,addiction,Sucht
812,10000125,dream,Traum
813,10041349,fog,Nebel
814,10042458,suicidal impulse,suizidaler Impuls
815,10033557,feel like your chest and head are going to burst open,"das Gefühl haben, dass Ihre Brust und Ihr Kopf aufplatzen werden"
816,10016330,wake up drunk,betrunken aufwachen
817,10028813,barfy,barfuß
818,10048010,withdrawal,Rückzug
819,10028813,nauseous,Übelkeit
820,10028334,muscle spasms,Muskelkrämpfe
821,10016256,exhaustion,Erschöpfung
822,10020642,sweating,Schwitzen
823,10022437,got me up all night,hat mich die ganze Nacht wachgehalten
824,10022437,wo n't be able to go to sleep,nicht einschlafen können
825,10020765,sleep,schlafen
826,10047899,8lbs in 3wks,8lbs in 3Wochen
827,10016256,tiring,ermüdend
828,10019211,headaches,Kopfschmerzen
829,10000269,abcesses,abceses
830,10020751,allergic,Allergiker
831,10047899,weight gain,Gewichtszunahme
832,10036653,home nearly fainted,Haus fast ohnmächtig
833,10020765,sleep,schlafen
834,10027951,demonic emotional,dämonisch emotional
835,10019211,headache,Kopfschmerzen
836,10047895,lose weight,Gewicht verlieren
837,10016322,fuzzy headed,mit unscharfem Kopf
838,10016322,zombified,zombifiziert
839,10022437,can't sleep,kann nicht schlafen
840,10011469,cry a lot,viel weinen
841,10041349,drowsy,schläfrig
842,10022004,flu symptoms,Grippe-Symptome
843,10015535,high as hell,verdammt hoch
844,10041349,sleepy,schläfrig
845,10013781,dry mouth\/throat,trockener Mund\/kehle
846,10047899,gain weight,an Gewicht zunehmen
847,10019211,headaches,Kopfschmerzen
848,10048010,withdrawal,Rückzug
849,10012378,depressed,deprimiert
850,10067484,reaction,Reaktion
851,10006326,breath tastes,Atem schmeckt
852,10020466,hungry,hungrig
853,10041349,drowsy,schläfrig
854,10037844,rash,vorschnell
855,10011469,crying,weinend
856,10022437,wanna go back to sleep,wieder einschlafen wollen
857,10022437,no sleepy at all,überhaupt nicht schläfrig
858,10067484,weird reaction,seltsame Reaktion
859,10020751,allergic,Allergiker
860,10022437,likely not sleeping,wahrscheinlich nicht schlafend
861,10010071,coma,Koma
862,10041052,sluggish,schleppend
863,10037211,hyper,hyper
864,10037211,hyper,hyper
865,10042674,swelling,Schwellung
866,10041002,sleep paralysis,Schlaflähmung
867,10033425,hand?  pain,Hand? Schmerz
868,10022437,unable to sleep,nicht schlafen können
869,10041349,drowsy,schläfrig
870,10025482,sick,krank
871,10033371,achy body,schmerzhafter Körper
872,10022437,sleep schedule all thrown off,Schlafplan alle abgeworfen
873,10033425,leg aches prilosec,Beinschmerzen prilosec
874,10047700,vomit,Erbrechen
875,10033371,ache to even sleep,schmerzen sogar im Schlaf
876,10002855,anxiety,Angst
877,10048010,withdrawal,Rückzug
878,10041349,sleepy,schläfrig
879,10047899,gaining weight,an Gewicht zunehmen
880,10013709,no difference with pain,kein Unterschied bei Schmerzen
881,10048779,accidentally gave me speed instead of effexor,gab mir versehentlich Geschwindigkeit statt Anstrengung
882,10003239,joint pain,Gelenkschmerzen
883,10016256,tired,müde
884,10039906,seizure,Beschlagnahme
885,10047513,fuzzy vision,verschwommene Sicht
886,10016256,tired,müde
887,10020765,hours of sleep,Stunden Schlaf
888,10020466,hungry,hungrig
889,10000125,night terrors involving graphic,Nachtschrecken mit grafischen
890,10047899,gained 60 pounds,60 Pfund zugenommen
891,10048010,getting off of paxil was the sickest,Das Absetzen von Paxil war die kränkste
892,10048010,withdrawal,Rückzug
893,10022437,not letting me sleep last night,Sie haben mich letzte Nacht nicht schlafen lassen
894,10028347,twitches,zuckt
895,10013036,double vision,Doppeltsehen
896,10041349,drowsy,schläfrig
897,10020466,hungry,hungrig
898,10042945,lupus,lupus
899,10027199,meningitis,Meningitis
900,10037211,hyper,hyper
901,10022437,insomnia,Schlaflosigkeit
902,10047895,lose so much weight,so viel Gewicht verlieren
903,10037844,rash,vorschnell
904,10016322,into an emotionless zombie,in einen emotionslosen Zombie
905,10041349,brain feels like it's shaking,"das Gehirn fühlt sich an, als würde es zittern"
906,10019211,headache,Kopfschmerzen
907,10013663,addicting,süchtig machend
908,10044565,shaking,Schütteln
909,10022437,couldn't sleep,konnte nicht schlafen
910,10002034,anemic,anämisch
911,10047895,losing weight,Gewicht verlieren
912,10013781,my mouth dryer than,mein Mund trockener als
913,10047340,vertigo,Schwindelgefühl
914,10043431,craziest idea,verrückteste Idee
915,10020642,sweatin,schwitzen
916,10042209,stressed,betonte
917,10028347,twitch,zucken
918,10042033,steven johnson 's syndrome,steven-johnson 's-syndrom
919,10011469,crying,weinend
920,10041349,fog,Nebel
921,10016322,zombie,Zombie
922,10020751,allergic,Allergiker
923,10041349,fog in my head,Nebel in meinem Kopf
924,10048010,withdrawals,Rückzüge
925,10020765,sleep forever,für immer schlafen
926,10013663,addiction,Sucht
927,10048232,yawning,gähnend
928,10028334,muscle cramps,Muskelkrämpfe
929,10067125,liver damage,Leberschaden
930,10061920,goin crazy,verrückt werden
931,10041349,sleepy,schläfrig
932,10033775,brain zaps,Gehirnzappen
933,10047899,gain so much weight,so viel Gewicht gewinnen
934,10022437,sleep isnt happening,Schlaf findet nicht statt
935,10025482,sick,krank
936,10000125,intense dreams,intensive Träume
937,10043087,it stopped working for me,"es hat aufgehört, für mich zu arbeiten"
938,10016825,hot flushes,Hitzewallungen
939,10020765,sleep for 14,schlafen für 14
940,10022437,wide awake,hellwach
941,10022437,3hrs of sleep in a,3 Stunden Schlaf in einem
942,10013709,still cann not control this pain,kann diesen Schmerz immer noch nicht kontrollieren
943,10020765,sleep,schlafen
944,10025482,sick,krank
945,10020642,sweating,Schwitzen
946,10015946,burning eyes,brennende Augen
947,10048010,withdrawing,zurückziehen
948,10011469,cried,rief
949,10061428,lose your appetite,den Appetit verlieren
950,10027374,brain fail,Gehirnversagen
951,10028813,nausea,Übelkeit
952,10048010,withdrawal,Rückzug
953,10002942,poop on the stoop,auf die Bücke kacken
954,10022437,sleeping so much since I havent taken,"so viel geschlafen, seit ich nicht mehr"
955,10048010,withdrawal,Rückzug
956,10025482,sick,krank
957,10022437,won't let me sleep,lässt mich nicht schlafen
958,10047899,gained weight,Gewicht zugenommen
959,10058920,restless leg syndrome,Syndrom der ruhelosen Beine
960,10061428,don't eat,nicht essen
961,10041349,sleeepppyyyy,sleeepppyyyyy
962,10013573,lightheaded,leichtsinnig
963,10058672,negativity,Negativität
964,10037087,itchy,juckende
965,10016256,tired,müde
966,10013573,dizzy,schwindlig
967,10022437,cant even sleep,kann nicht einmal schlafen
968,10041466,slow speech,langsames Sprechen
969,10033371,pain,Schmerz
970,10054964,stuttering,Stottern
971,10016256,exhausted,erschöpft
972,10067125,liver damage,Leberschaden
973,10013663,addicted,süchtig
974,10020466,hungry,hungrig
975,10022437,all nighter,die ganze Nacht
976,10044565,shakes,schüttelt
977,10066371,tendons hurt,Sehnen verletzt
978,10020765,slept for two weeks,schlief zwei Wochen lang
979,10048010,withdrawal,Rückzug
980,10013663,addiction,Sucht
981,10022437,ca n't sleep,kann nicht schlafen
982,10044565,shake,schütteln
983,10000496,acne,Akne
984,10013709,is n't working so far,funktioniert bisher nicht
985,10048010,withdrawal,Rückzug
986,10013781,dry mouth,Mundtrockenheit
987,10022437,wanna? and sleep but nope,"wollen? und schlafen, aber nein"
988,10022437,sleep deprivation,Schlafentzug
989,10041349,wanting to sleep,schlafen wollen
990,10048010,withdrawal,Rückzug
991,10022437,staying up,Aufbleiben
992,10028813,nausea,Übelkeit
993,10013573,dizziness,Schwindelgefühl
994,10020765,typically sleep 10 +,normalerweise schlafen 10 +
995,10037087,itch,itch
996,10028596,heart attack,Herzinfarkt
997,10048010,withdrawal,Rückzug
998,10047513,blurred my vision,verschwommene Sicht
999,10022437,have n't slept,nicht geschlafen haben
1000,10013573,dizzy,schwindlig
1001,10013573,dizzy,schwindlig
1002,10033557,heart was shaking,Herz zitterte
1003,10016256,fatigue,Müdigkeit
1004,10010305,confused,verwirrt
1005,10048010,withdrawal,Rückzug
1006,10041349,sleepy,schläfrig
1007,10012378,depression,Depression
1008,10004716,binge eat,Saufgelage
1009,10047899,gained another 10 pounds by eating,nahm durch das Essen weitere 10 Pfund zu
1010,10022004,fluish,fließend
1011,10061428,lose their appetite,ihren Appetit verlieren
1012,10028813,nauseous,Übelkeit
1013,10020642,sweating,Schwitzen
1014,10013709,doesn't work,funktioniert nicht
1015,10013663,addicted,süchtig
1016,10023230,ca n't bend my knees,kann meine Knie nicht beugen
1017,10020765,sleeps,schläft
1018,10019133,hangover,Kater
1019,10022437,have n't slept,nicht geschlafen haben
1020,10022437,staying up all night,die ganze Nacht aufbleiben
1021,10048010,withdrawals,Rückzüge
1022,10047700,puking,kotzend
1023,10020651,wired,verdrahtet
1024,10012378,depressed,deprimiert
1025,10022437,dont sleep,nicht schlafen
1026,10013573,dizzy,schwindlig
1027,10001497,ca n't settle enough to go bk to sleep,"kann sich nicht genug beruhigen, um einzuschlafen"
1028,10020765,sleep the whole day,den ganzen Tag schlafen
1029,10016256,tired,müde
1030,10022437,ca n't sleep,kann nicht schlafen
1031,10048010,withdrawals,Rückzüge
1032,10001488,aggressive,aggressiv
1033,10037844,rash,vorschnell
1034,10025482,sick,krank
1035,10027599,migraines,Migräne
1036,10020765,sleep for fifteen hours,fünfzehn Stunden schlafen
1037,10044565,shuddering,schaudernd
1038,10016173,falling over,Umfallen
1039,10041349,foggy feeling is,nebliges Gefühl ist
1040,10047899,gain weight,an Gewicht zunehmen
1041,10013573,dizzy,schwindlig
1042,10041349,drowsy,schläfrig
1043,10012378,depression,Depression
1044,10013709,still had pain,hatte immer noch Schmerzen
1045,10026749,manic,manisch
1046,10019211,headache,Kopfschmerzen
1047,10019211,headache,Kopfschmerzen
1048,10020466,hungry,hungrig
1049,10028596,heart attack,Herzinfarkt
1050,10022437,not sleep,nicht schlafen
1051,10020765,sleep like 12 hours a day,wie 12 Stunden am Tag schlafen
1052,10041349,ca n't function,kann nicht funktionieren
1053,10028813,nauseous,Übelkeit
1054,10019211,headache,Kopfschmerzen
1055,10016256,battery life goes from 100% to 20%,die Batterielebensdauer geht von 100% auf 20%.
1056,10020751,allergic,Allergiker
1057,10042264,stupor,Verblüffung
1058,10011469,want to cry,weinen wollen
1059,10013753,withdrawal headaches,Entzugskopfschmerzen
1060,10016256,tired,müde
1061,10024419,ruined my sex drive,meinen Sexualtrieb ruiniert
1062,10037844,rashes,Ausschläge
1063,10048010,withdrawal,Rückzug
1064,10043071,tachycardia,Tachykardie
1065,10020765,sleep literally all day,buchstäblich den ganzen Tag schlafen
1066,10019211,headache,Kopfschmerzen
1067,10019211,headaches,Kopfschmerzen
1068,10042772,fainting,Ohnmacht
1069,10040984,sleep schedule h8 eachother,Schlafplan h8 gegenseitig
1070,10022437,pulling an all nighter,die die ganze Nacht durchziehen
1071,10022437,ca n't sleeeeep,kann nicht schlafen
1072,10027951,mood swings hit,Stimmungsschwankungen getroffen
1073,10037211,hyper,hyper
1074,10020751,allergic,Allergiker
1075,10028334,cramps,Krämpfe
1076,10022437,insomnia,Schlaflosigkeit
1077,10022437,not sleeping,nicht schlafend
1078,10015535,feel like ur in heaven,sich wie ur im Himmel fühlen
1079,10022437,fighting my sleep,meinen Schlaf bekämpfen
1080,10042209,stressin,stressin
1081,10048010,withdrawal,Rückzug
1082,10042458,suicidal,selbstmörderisch
1083,10000125,still dream every night,noch jede Nacht träumen
1084,10011469,cry,ruf
1085,10019133,hangover,Kater
1086,10022437,[not] sleep,[nicht] schlafen
1087,10000125,terrrible dreams,schreckliche Träume
1088,10062519,trouble sleeping,Schlafstörungen
1089,10047513,blurry vision,verschwommenes Sehen
1090,10034972,sun sensitivity,Sonnenempfindlichkeit
1091,10016326,got so cold,wurde so kalt
1092,10020642,sweating,Schwitzen
1093,10013709,don't work,nicht funktionieren
1094,10000125,dreams are literally so intense,Träume sind buchstäblich so intensiv
1095,10022437,just not being able to sleep,einfach nicht schlafen können
1096,10006514,clenching my teeth badddd,Zähne zusammenbeißenddd
1097,10000087,stomach pain,Bauchschmerzen
1098,10008531,chills,Schüttelfrost
1099,10022437,would like to go back to sleep,wieder einschlafen möchte
1100,10047895,lose weight from not eating,durch Nicht-Essen Gewicht verlieren
1101,10022437,never lets me sleep,lässt mich nie schlafen
1102,10064805,noggin is wired,Rübe ist verdrahtet
1103,10020765,sleep,schlafen
1104,10041002,sleep paralysis,Schlaflähmung
1105,10048010,withdrawal,Rückzug
1106,10020765,sleep when you,"schlafen, wenn Sie"
1107,10022437,insomnia,Schlaflosigkeit
1108,10044565,shaky,wackelig
1109,10044565,shakes,schüttelt
1110,10025482,sick,krank
1111,10028813,nausea,Übelkeit
1112,10048010,withdrawal,Rückzug
1113,10068319,throat pain,Halsschmerzen
1114,10067484,reaction,Reaktion
1115,10017533,fungal growth,Pilzwachstum
1116,10048010,withdrawal,Rückzug
1117,10019133,hangovers,Kater
1118,10041349,just wanna sleep,einfach nur schlafen wollen
1119,10041349,sleepy,schläfrig
1120,10046735,welt at the site,Keder am Standort
1121,10041347,walkin sleep,Gehen im Schlaf
1122,10020642,sweating,Schwitzen
1123,10020765,sleep for 15 hours,15 Stunden schlafen
1124,10011469,cry,ruf
1125,10043607,clots,Gerinnsel
1126,10028813,nausea and vomiting,Übelkeit und Erbrechen
1127,10048010,withdrawal,Rückzug
1128,10022437,ca n't sleep,kann nicht schlafen
1129,10002368,angry,wütend
1130,10037660,body overheating,Körperüberhitzung
1131,10022437,never sleep,niemals schlafen
1132,10022437,hardly slept,kaum geschlafen
1133,10041349,sleepy,schläfrig
1134,10022437,never sleep,niemals schlafen
1135,10027951,throws my mood,bringt meine Stimmung durcheinander
1136,10028813,nauseated,angewidert
1137,10016256,exhausted,erschöpft
1138,10006514,grind their teeth,mit den Zähnen knirschen
1139,10022437,couldn't sleep,konnte nicht schlafen
1140,10022437,no sleep no zan,kein schlaf kein zan
1141,10022437,haven't slept,nicht geschlafen haben
1142,10020765,to sleep,schlafen
1143,10022067,shot make you bleed,Schuss lässt Sie bluten
1144,10015535,feeling like mr lit,sich wie Herr lit fühlen
1145,10020765,all you want to do is sleep,Sie wollen nur noch schlafen
1146,10020937,wake up numb,gefühllos aufwachen
1147,10013663,addiction,Sucht
1148,10022437,ca n't sleep,kann nicht schlafen
1149,10024421,horny,geil
1150,10028391,shoulder and neck ache,Schulter- und Nackenschmerzen
1151,10016256,fatigued,ermüdet
1152,10022437,n't let my ass sleep,Lass meinen Hintern nicht schlafen
1153,10033664,panic attack,Panikattacke
1154,10022437,cant sleep,kann nicht schlafen
1155,10016256,exhaustion,Erschöpfung
1156,10042209,stressed,betonte
1157,10013781,mouth always so dry,der Mund immer so trocken
1158,10041349,barely function,kaum funktionieren
1159,10029412,nightmares,Alpträume
1160,10020642,sweatin,schwitzen
1161,10044565,hand shake,Händeschütteln
1162,10067484,reaction,Reaktion
1163,10022437,ca n't sleep,kann nicht schlafen
1164,10020765,sleep,schlafen
1165,10048010,withdrawal,Rückzug
1166,10022437,wanna be able to sleep,schlafen können wollen
1167,10016338,jittery,nervös
1168,10000125,get awesome dreams from,fantastische Träume bekommen von
1169,10020765,making you sleep until next Tuesday,Sie bis zum nächsten Dienstag schlafen lassen
1170,10047895,became too skinny,wurde zu dünn
1171,10020765,slept all afternoon,schlief den ganzen Nachmittag
1172,10022437,could n't sleep,konnte nicht schlafen
1173,10047700,vomiting,Erbrechen
1174,10053615,burns,brennt
1175,10006514,grind my fucking teeth,mit meinen verdammten Zähnen knirschen
1176,10028347,twitchy,nervös
1177,10041349,drowsy,schläfrig
1178,10042458,suicidal,selbstmörderisch
1179,10020751,allergic,Allergiker
1180,10020642,sweat,schwitzen
1181,10052804,tolerance,Toleranz
1182,10022437,insomnia,Schlaflosigkeit
1183,10044565,shakes,schüttelt
1184,10041349,fall to sleep instantly,sofort einschlafen
1185,10048010,withdrawals,Rückzüge
1186,10041349,groggy,groggy
1187,10016256,tired,müde
1188,10028347,twitch,zucken
1189,10048010,withdrawals,Rückzüge
1190,10013911,disgusting thing i 've ever tasted,"Ekelhaftes, was ich je gekostet habe"
1191,10061428,don't eat,nicht essen
1192,10001540,akathisia,akathisie
1193,10041349,drowsy,schläfrig
1194,10022437,not tired,nicht müde
1195,10022437,ca n't sleep,kann nicht schlafen
1196,10012110,poop a lot,viel kacken
1197,10022437,could not sleep at all,konnte überhaupt nicht schlafen
1198,10022437,insomnia,Schlaflosigkeit
1199,10041349,spaced out,spaced out
1200,10016256,tired,müde
1201,10048010,withdrawals,Rückzüge
1202,10019303,heart rate go through the roof,Herzfrequenz geht durch die Decke
1203,10061428,do n't have an appetite,keinen Appetit haben
1204,10048010,withdrawals,Rückzüge
1205,10025482,sick,krank
1206,10019070,heard squatters voice,hörte die Stimme von Hausbesetzern
1207,10020765,sleep for 12 hours,12 Stunden lang schlafen
1208,10040872,skin infections,Hautinfektionen
1209,10029898,ocd,ocd
1210,10019211,headaches,Kopfschmerzen
1211,10020765,13 hours of sleep,13 Stunden Schlaf
1212,10047700,throwing up,Kotzen
1213,10022437,never gonna go to sleep,niemals einschlafen werden
1214,10047700,vomiting,Erbrechen
1215,10013573,dizziness,Schwindelgefühl
1216,10013573,dizzy,schwindlig
1217,10003988,back pain,Rückenschmerzen
1218,10002855,anxious,ängstlich
1219,10020751,allergic,Allergiker
1220,10048010,withdrawal,Rückzug
1221,10016322,feel like hot garbage,sich wie heißer Müll fühlen
1222,10033371,pain,Schmerz
1223,10044565,shaky,wackelig
1224,10016256,tired,müde
1225,10029410,night sweats,nächtliche Schweißausbrüche
1226,10003239,knee pain,Knieschmerzen
1227,10041349,wake i still ca n't get up,"Aufwachen, ich kann immer noch nicht aufstehen"
1228,10033775,electric-shock like convulsions,Elektroschock-ähnliche Konvulsionen
1229,10012374,sad,traurig
1230,10037844,rash,vorschnell
1231,10043087,have n't been working lately,haben in letzter Zeit nicht gearbeitet
1232,10039897,sedative,Beruhigungsmittel
1233,10048010,withdrawals,Rückzüge
1234,10013573,dizziness,Schwindelgefühl
1235,10048010,withdrawal,Rückzug
1236,10048010,withdrawal,Rückzug
1237,10000125,weird ass dreams,Seltsame Eselsträume
1238,10061920,crazy,verrückt
1239,10022437,can't fall asleep,kann nicht einschlafen
1240,10000087,stomach pains,Bauchschmerzen
1241,10013573,dizzy,schwindlig
1242,10048010,withdrawals,Rückzüge
1243,10043431,crazy thoughts,verrückte Gedanken
1244,10016256,tired,müde
1245,10019211,headaches,Kopfschmerzen
1246,10016256,tired,müde
1247,10022437,not gonna sleep,nicht schlafen werden
1248,10022437,ca n't sleep,kann nicht schlafen
1249,10055798,bleeding,blutend
1250,10013573,slightly dizzy,leicht schwindlig
1251,10061428,destroy my appetite,meinen Appetit zerstören
1252,10048010,withdrawal,Rückzug
1253,10006514,grind my teeth soooooooooo,mit den Zähnen knirschen soooooooooooooo
1254,10040914,skin,Haut
1255,10020765,sleep off the,schlafen Sie sich aus dem
1256,10044565,shaking,Schütteln
1257,10022998,irritability,Reizbarkeit
1258,10048010,withdrawal,Rückzug
1259,10037087,itchy,juckende
1260,10022437,insomnia,Schlaflosigkeit
1261,10022437,pulled an all nighter,die ganze Nacht durchgemacht
1262,10048010,withdrawals,Rückzüge
1263,10023874,laryngitis,Kehlkopfentzündung
1264,10011469,crying hysterically,hysterisch schreiend
1265,10062016,immune system is weak,Das Immunsystem ist schwach
1266,10027951,provider of mood swings,Anbieter von Stimmungsschwankungen
1267,10022437,harder to go to sleep,schwieriger einzuschlafen
1268,10002368,angry,wütend
1269,10047461,virus,Virus
1270,10015535,"feelin like i could run a marathon , cure cancer , and solve world hunger ","das Gefühl, ich könnte einen Marathon laufen, Krebs heilen und den Welthunger lösen"
1271,10048010,withdrawal,Rückzug
1272,10015535,high as hell,verdammt hoch
1273,10013663,addicted,süchtig
1274,10022437,4 a fitful nite,4 eine unruhige Nacht
1275,10020765,sleep,schlafen
1276,10052804,tolerances,Toleranzen
1277,10048010,withdrawal,Rückzug
1278,10022437,sleep about every other day,etwa jeden zweiten Tag schlafen
1279,10016256,tired,müde
1280,10067484,reaction,Reaktion
1281,10061428,lose your appetite,den Appetit verlieren
1282,10020466,starving,Hungernde
1283,10016256,fatigue,Müdigkeit
1284,10016256,exhausts,erschöpft
1285,10025482,sick,krank
1286,10020751,allergic,Allergiker
1287,10002368,uncontrollable fury,unkontrollierbare Wut
1288,10037844,rashes,Ausschläge
1289,10028813,nausea,Übelkeit
1290,10047700,vomit,Erbrechen
1291,10022437,ca n't sleep,kann nicht schlafen
1292,10016322,zombified,zombifiziert
1293,10041349,sleepy,schläfrig
1294,10028813,nauseous,Übelkeit
1295,10013663,addiction,Sucht
1296,10021030,hypomania,Hypomanie
1297,10061920,crazy http:\/\/t.co\/pxtx8cedbi,verrückter http:\/\/t.co\/pxtx8cedbi
1298,10040108,serotonin syndrome,Serotonin-Syndrom
1299,10019211,headache,Kopfschmerzen
1300,10052804,does n't even make me sleep anymore,lässt mich nicht einmal mehr schlafen
1301,10022437,2 hours of sleep,2 Stunden Schlaf
1302,10042674,swelling,Schwellung
1303,10025482,sick,krank
1304,10043087,stopped controlling the pain,"aufgehört hat, den Schmerz zu kontrollieren"
1305,10003402,stinging,stechend
1306,10028813,nauseous,Übelkeit
1307,10011469,crying,weinend
1308,10022437,only 2 hours of sleep,nur 2 Stunden Schlaf
1309,10042458,suicidal,selbstmörderisch
1310,10020642,sweat like a thunder cloud,schwitzen wie eine Gewitterwolke
1311,10025482,sick,krank
1312,10028813,nauseas,Übelkeiten
1313,10062016,makes my immune system very low,macht mein Immunsystem sehr schwach
1314,10013709,lexapro didn't work,Lexapro hat nicht funktioniert
1315,10013573,dizzy,schwindlig
1316,10033371,pain,Schmerz
1317,10016256,exhaustion,Erschöpfung
1318,10002855,anxiety,Angst
1319,10048010,withdrawals,Rückzüge
1320,10022437,lack of sleep,Schlafmangel
1321,10047899,ca n't lose fat,kann kein Fett verlieren
1322,10022437,ca n't sleep,kann nicht schlafen
1323,10012318,teeth to decay,Zähne gegen Karies
1324,10048959,swollen fingers,geschwollene Finger
1325,10050637,tightened all the skin,straffte die gesamte Haut
1326,10013781,dry mouth,Mundtrockenheit
1327,10002855,anxiety,Angst
1328,10016256,fatigue,Müdigkeit
1329,10037844,rash,vorschnell
1330,10047899,gain weight like crazy and fucks your life up,nimmt wie verrückt zu und macht Ihr Leben kaputt
1331,10041349,walking in fog,Gehen im Nebel
1332,10041349,an attempt to sleep for 3 days,"ein Versuch, 3 Tage lang zu schlafen"
1333,10034719,no personality,keine Persönlichkeit
1334,10028596,a heart attack,einen Herzinfarkt
1335,10033557,heart race,Herzrasen
1336,10028813,constantly feel like puking,sich ständig zum Kotzen fühlen
1337,10029410,night sweats,nächtliche Schweißausbrüche
1338,10037844,rash,vorschnell
1339,10013709,can still feel the pain,kann den Schmerz noch fühlen
1340,10064805,my mind racin,mein Gedankenrennen
1341,10046571,urinary tract infection,Harnwegsinfektion
1342,10022437,not sleepin,nicht schlafen
1343,10055798,bleed,bluten
1344,10047899,weight gain,Gewichtszunahme
1345,10020651,wired,verdrahtet
1346,10022437,not sleep all night,die ganze Nacht nicht schlafen
1347,10014551,emotional,emotional
1348,10044565,shaking,Schütteln
1349,10020765,go to sleep,schlafen gehen
1350,10040984,disturbed sleep,gestörter Schlaf
1351,10019211,headaches,Kopfschmerzen
1352,10013573,dizzy,schwindlig
1353,10037211,hyper,hyper
1354,10016256,tiring,ermüdend
1355,10006514,grinding my teeth,Zähneknirschen
1356,10047899,fat,fett
1357,10022437,have n't slept in 20 hours,seit 20 Stunden nicht mehr geschlafen haben
1358,10012378,depressed,deprimiert
1359,10028334,cramps,Krämpfe
1360,10033371,achy,achy
1361,10022437,awake for the next two days,wach für die nächsten zwei Tage
1362,10020765,sleep,schlafen
1363,10016256,tired,müde
1364,10025482,sick,krank
1365,10041349,sleepy,schläfrig
1366,10022437,ca n't sleep,kann nicht schlafen
1367,10061428,have n't ... ate in 4 days,seit 4 Tagen nicht ... gegessen haben
1368,10041953,ground staring,Bodenstarren
1369,10016322,zombie,Zombie
1370,10034719,suppressing my personality,Unterdrückung meiner Persönlichkeit
1371,10033371,excruciating pain,entsetzliche Schmerzen
1372,10020642,sweat,schwitzen
1373,10020466,always want to eat,immer essen wollen
1374,10042674,severe swelling,Schwere Schwellung
1375,10016256,exhaustion,Erschöpfung
1376,10022437,no sleep,kein Schlaf
1377,10022998,always ballin for a fight i wanted to punch walls,"immer Ballin für einen Kampf, den ich gegen Wände schlagen wollte"
1378,10050584,bruises,blaue Flecken
1379,10000125,fucked up dreams,beschissene Träume
1380,10019211,headache,Kopfschmerzen
1381,10044565,shake,schütteln
1382,10048010,withdrawals,Rückzüge
1383,10052437,sinus irritation,Stirnhöhlenreizung
1384,10047895,lost weight,Gewicht verloren
1385,10000125,weird ass dreams,Seltsame Eselsträume
1386,10028334,leg spasms,Beinkrämpfe
1387,10028813,nausea,Übelkeit
1388,10011469,crying,weinend
1389,10047700,vomit,Erbrechen
1390,10001497,agitation,Agitation
1391,10016322,feel so shitty,sich so beschissen fühlen
1392,10000125,realistic dreams,realistische Träume
1393,10016256,exhausted,erschöpft
